iter	Logloss
620	0.2893237755
621	0.2890909483
622	0.2889616299
623	0.2888924669
624	0.2887705867
625	0.288669
626	0.2885672176
627	0.2884838036
628	0.2884036196
629	0.2882624014
630	0.2881810014
631	0.2881357211
632	0.2876266293
633	0.287551339
634	0.2874462515
635	0.287388716
636	0.2869903561
637	0.286925182
638	0.2868559966
639	0.2867506155
640	0.286457857
641	0.2862837327
642	0.2859943539
643	0.2857444732
644	0.2856176905
645	0.2854664691
646	0.2853904369
647	0.2852292117
648	0.2851700206
649	0.2851002657
650	0.2850287267
651	0.2849635642
652	0.2848781858
653	0.2848182963
654	0.2846005462
655	0.2844772021
656	0.2843690884
657	0.2842902973
658	0.2842150661
659	0.2841246109
660	0.2840137553
661	0.2838330765
662	0.2837014257
663	0.2834474888
664	0.2833392942
665	0.2832849938
666	0.2832143763
667	0.2831418012
668	0.2827767503
669	0.2827253614
670	0.2825121331
671	0.2824512845
672	0.282395538
673	0.2823230767
674	0.2822634786
675	0.2822031419
676	0.282129633
677	0.2820292151
678	0.2819585478
679	0.2818631967
680	0.2817965754
681	0.2816964785
682	0.281532681
683	0.2813052283
684	0.2812540471
685	0.2811877582
686	0.2810719296
687	0.2809967711
688	0.2809269502
689	0.2808043729
690	0.2806114425
691	0.2805140915
692	0.2804102364
693	0.2801488588
694	0.2801139939
695	0.2800248665
696	0.2797895546
697	0.2796655749
698	0.2792346629
699	0.279085564
700	0.2790332181
701	0.2786997025
702	0.2785841568
703	0.2782619368
704	0.2781913969
705	0.2781566481
706	0.2780443491
707	0.2779894656
708	0.2778836737
709	0.2777792334
710	0.2777276084
711	0.2776552813
712	0.2775936027
713	0.2774670513
714	0.2774057495
715	0.2772775798
716	0.2770450048
717	0.2769107826
718	0.2768140404
719	0.2766927778
720	0.2766108812
721	0.2765454551
722	0.2764443371
723	0.2763370808
724	0.2762537954
725	0.2761755711
726	0.2761148692
727	0.2760581832
728	0.2759574834
729	0.2758719718
730	0.275810668
731	0.275423515
732	0.2751408621
733	0.2751122191
734	0.2750546599
735	0.2749870189
736	0.2748820522
737	0.2746785784
738	0.2745961649
739	0.2745328364
740	0.2744406566
741	0.2743787428
742	0.2743395218
743	0.274276974
744	0.2740554096
745	0.2739698867
746	0.2739079798
747	0.2738466077
748	0.273808712
749	0.2737424151
750	0.2736494422
751	0.2735740665
752	0.2734354851
753	0.2732987981
754	0.2732183596
755	0.2730910734
756	0.2728700783
757	0.2728126985
758	0.2726460851
759	0.2724152077
760	0.2722045328
761	0.2720325031
762	0.2719616166
763	0.2718038147
764	0.2716981233
765	0.2716445459
766	0.2715570448
767	0.2714361892
768	0.2711432332
769	0.2710534209
770	0.2709991623
771	0.2708257569
772	0.2707499709
773	0.2706681329
774	0.2705819997
775	0.2705177931
776	0.2704227943
777	0.2703711557
778	0.2702134015
779	0.2701624235
780	0.2700762794
781	0.2699838338
782	0.2699137585
783	0.2698440576
784	0.2697997512
785	0.2697439993
786	0.2696224414
787	0.2695708366
788	0.2694769006
789	0.2694241716
790	0.2692754153
791	0.2692350576
792	0.268906857
793	0.2688498058
794	0.268770007
795	0.2687218495
796	0.2686348106
797	0.2685610195
798	0.2684701264
799	0.2683831457
800	0.2682808174
801	0.2682194732
802	0.2680531343
803	0.2679255411
804	0.2677806167
805	0.2676667422
806	0.267560789
807	0.2674811585
808	0.2674339533
809	0.2673754419
810	0.2672767715
811	0.2671844614
812	0.2670747986
813	0.2670250373
814	0.266933989
815	0.2666620556
816	0.2666011949
817	0.2665150327
818	0.2664513635
819	0.2663602492
820	0.2662716046
821	0.2662083955
822	0.2661592612
823	0.2661079784
824	0.266049963
825	0.2659108578
826	0.2658484146
827	0.2655946971
828	0.2655494405
829	0.2655104196
830	0.265444245
831	0.2653201606
832	0.2652909004
833	0.2652100736
834	0.2651489943
835	0.2650837703
836	0.26489581
837	0.2648163973
838	0.2647503926
839	0.2646594094
840	0.2645897346
841	0.2645314853
842	0.264440409
843	0.2643808297
844	0.2643337765
845	0.2642431522
846	0.2642122306
847	0.2641615705
848	0.2640637113
849	0.2639077553
850	0.2638401517
851	0.2637782261
852	0.2637296688
853	0.2636476997
854	0.2635774106
855	0.2635335879
856	0.263469798
857	0.2633371634
858	0.2631509154
859	0.263096077
860	0.2630466793
861	0.2629132387
862	0.2628145468
863	0.2625049437
864	0.2624545822
865	0.2624121254
866	0.2623411995
867	0.2622814674
868	0.2622221849
869	0.2621264588
870	0.2619805523
871	0.2619210985
872	0.2618771699
873	0.261811849
874	0.2617283391
875	0.2616863259
876	0.2615362296
877	0.2614743983
878	0.2612360638
879	0.2611534687
880	0.2610896231
881	0.2610358598
882	0.2609651004
883	0.2608798526
884	0.2608384723
885	0.2607938582
886	0.2607025958
887	0.2606526506
888	0.2605163278
889	0.2603971907
890	0.2603029421
891	0.2600565387
892	0.2599485081
893	0.2598847586
894	0.2597607736
895	0.2596543634
896	0.2592097763
897	0.2589275517
898	0.2588926395
899	0.2588030083
900	0.2587072553
901	0.2586644833
902	0.2584173394
903	0.2581428227
904	0.258092448
905	0.2579517334
906	0.2579076441
907	0.2578074053
908	0.2577254397
909	0.2576676275
910	0.2576261277
911	0.2575712847
912	0.2575274218
913	0.2574647148
914	0.25735325
915	0.2572926895
916	0.2572682315
917	0.2571302554
918	0.2569983644
919	0.2568688815
920	0.2568109307
921	0.2567717737
922	0.2566990453
923	0.2566301691
924	0.2565132166
925	0.2564750681
926	0.2564266647
927	0.2563642476
928	0.2561824328
929	0.2561359947
930	0.25596655
931	0.2558679557
932	0.2557455156
933	0.2556331331
934	0.2555742469
935	0.2555102548
936	0.2554651494
937	0.2554202981
938	0.2553506727
939	0.2553119901
940	0.2552754256
941	0.2552302557
942	0.2551498025
943	0.2550922923
944	0.2550252034
945	0.2549296792
946	0.2548940683
947	0.2547168522
948	0.2546133932
949	0.2545765322
950	0.2545259273
951	0.2544243162
952	0.2543733307
953	0.2543169987
954	0.2541916756
955	0.2541531572
956	0.2540990905
957	0.2540437546
958	0.2539636235
959	0.2537443904
960	0.2537184359
961	0.2536667357
962	0.2535611081
963	0.2534807231
964	0.2534398622
965	0.2533876424
966	0.2532949279
967	0.2532361265
968	0.2531751272
969	0.2531394458
970	0.2529024295
971	0.2528535633
972	0.2528212466
973	0.2527467923
974	0.2527193995
975	0.2526544626
976	0.2525814987
977	0.2524580964
978	0.252399303
979	0.2522613648
980	0.2522236575
981	0.2521679468
982	0.252144423
983	0.2520516721
984	0.2517207124
985	0.2516499371
986	0.2515974164
987	0.2515126882
988	0.2514669488
989	0.2513983847
990	0.2513267289
991	0.2512296516
992	0.2511330641
993	0.2509807378
994	0.2509453179
995	0.2508967976
996	0.2505456214
997	0.2504943158
998	0.2502679225
999	0.2502290672
